ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,form_in_source
1816,chayangtajo,rain,,a m + p ɹ uː,,,
1817,chayangtajo,red,,a + r j u k,,,
1818,chayangtajo,root,,a + r e ŋ,,,
1819,chayangtajo,torun,,r i ʔ,,,
1820,chayangtajo,salt,,h o ŋ,,,
1821,chayangtajo,sand,,p ɹ ɛː + tʃ ei ʔ,,,
1822,chayangtajo,tosay,,l ui ʔ,,,
1823,chayangtajo,tosee,,dʒ ei,,,
1824,chayangtajo,tosit,,t u ŋ,,,
1825,chayangtajo,skinhide,,a + k əː,,,
1826,chayangtajo,tosleep,,r ə m,,,
1827,chayangtajo,small,,k ə + s i ʔ,,,
1828,chayangtajo,smoke,,b ɛː + k ɨː,,,
1829,chayangtajo,stand,,tʃ i ŋ,,,
1830,chayangtajo,star,,p ə + dʒ ai ʔ,,,
1831,chayangtajo,stonerock,,k ə + b ɹ aː,,,
1832,chayangtajo,sun,,k r iː,,,
1833,chayangtajo,sweet,,a + p i ŋ,,,
1834,chayangtajo,tail,,n i + m ɹ ɛː,,,
1835,chayangtajo,totake,,r ei,,,
1836,chayangtajo,thick,,a + p i ʔ,,,
1837,chayangtajo,this,,h ə ŋ,,,
1838,chayangtajo,tongue,,a + r ue,,,
1839,chayangtajo,tooth,,k ə + t ua ŋ,,,
1840,chayangtajo,water,,k ua,,,
1841,chayangtajo,what,,h iː,,,
1842,chayangtajo,white,,a + r j u ŋ,,,
1843,chayangtajo,who,,h aː,,,
1844,chayangtajo,wind,,a ŋ + h ui ʔ,,,
1845,chayangtajo,wing,,a + j ui ʔ,,,
1846,chayangtajo,woman,,a + m ui,,,
1847,chayangtajo,wood,,h ɹ e ŋ,,,
1848,chayangtajo,yesterday,,b j a r iː,,,
1849,lasumpatte,1sg,,g o,,,
1850,lasumpatte,2sg,,n a,,,
1851,lasumpatte,3sg,,w ɛː,,,
1852,lasumpatte,ant,,g ɹ ɛ ŋ + g ɹ o,,,
1853,lasumpatte,armhand,,g ei ʔ,,,
1854,lasumpatte,ash,,b ɛː + r a k,,,
1855,lasumpatte,big,,k ə l aː,,,
1856,lasumpatte,bird,,p ə + d ou,,,
1857,lasumpatte,bite,,t ua,,,
1858,lasumpatte,bitter,,a + tʃ j aː,,,
1859,lasumpatte,black,,a + h j ɛ̃,,,
1860,lasumpatte,blood,,h ue,,,
1861,lasumpatte,bone,,a + dʒ ai ʔ,,,
1862,lasumpatte,breast,,a + n j ɛː,,,
1863,lasumpatte,toburnit,,dʒ ɨː,,,
1864,lasumpatte,tocarryonback,,e k,,,
1865,lasumpatte,cloud,,k a + t əː,,,
1866,lasumpatte,tocryweep,,tʃ j a p,,,
1867,lasumpatte,todie,,iː,,,
1868,lasumpatte,todomake,,k ai ʔ,,,
1869,lasumpatte,dog,,k a j oː,,,
1870,lasumpatte,drink,,r i ŋ,,,
1871,lasumpatte,dry,,a + w ai ʔ,,,
1872,lasumpatte,ear,,k ui ʔ,,,
1873,lasumpatte,eat,,tʃ iː,,,
1874,lasumpatte,egg,,m ə + r iː,,,
1875,lasumpatte,eye,,k ə k,,,
1876,lasumpatte,far,,a + tʃ j eː,,,
1877,lasumpatte,fat,,a + dʒ ua,,,
1878,lasumpatte,fingernail,,g ei + s i ʔ,,,
1879,lasumpatte,fire,,b ɛː,,,
1880,lasumpatte,fish,,k a h ua ŋ,,,
1881,lasumpatte,fleshmeat,,m ə + r j e ʔ,,,
1882,lasumpatte,tofly,,p j i ʔ,,,
1883,lasumpatte,full,,l j ɛː,,,
1884,lasumpatte,togive,,t a ŋ,,,
1885,lasumpatte,togo,,uː,,,
1886,lasumpatte,good,,a + n j a ŋ,,,
1887,lasumpatte,haironhead,,k ə + dʒ a k,,,
1888,lasumpatte,hard,,a + k aː,,,
1889,lasumpatte,head,,a + k o k,,,
1890,lasumpatte,tohear,,r o ŋ,,,
1891,lasumpatte,heavy,,a + l ei,,,
1892,lasumpatte,tohide,,r ou + g əː,,,
1893,lasumpatte,tokill,,a i ʔ,,,
1894,lasumpatte,horn,,k o + w a ŋ,,,
1895,lasumpatte,house,,tʃ u k,,,
1896,lasumpatte,in,,a ŋ + ɹ a ŋ,,,
1897,lasumpatte,knee,,k a + p ei,,,
1898,lasumpatte,toknow,,d ai ʔ,,,
1899,lasumpatte,tolaugh,,r uɛ,,,
1900,lasumpatte,leaf,,a + l ə ʔ,,,
1901,lasumpatte,legfoot,,l ɛː,,,
1902,lasumpatte,liver,,a + p j i ʔ,,,
1903,lasumpatte,long,,a + p ɹ a ŋ,,,
1904,lasumpatte,louse,,p ɹ ɛː,,,
1905,lasumpatte,moon,,a m + b oː,,,
1906,lasumpatte,mouth,,s ə ʔ,,,
1907,lasumpatte,name,,a + b ɹ ɛ ŋ,,,
1908,lasumpatte,navel,,r ue + r ei,,,
1909,lasumpatte,neck,,k ə + t j u ŋ,,,
1910,lasumpatte,new,,a + f ai ʔ,,,
1911,lasumpatte,nose,,a + p o k,,,
1912,lasumpatte,not,,b a,,,
1913,lasumpatte,oldofthings,,a + tʃ ai ʔ,,,
1914,lasumpatte,one,,h ui,,,
1915,lasumpatte,path,,p u z uɛ,,,
1916,lasumpatte,rain,,a m + p j uː,,,
1917,lasumpatte,red,,a + r j u k,,,
1918,lasumpatte,root,,a + r e ŋ,,,
1919,lasumpatte,torun,,r i ʔ,,,
1920,lasumpatte,salt,,h o ŋ,,,
1921,lasumpatte,sand,,p j ɛː + tʃ e ʔ,,,
1922,lasumpatte,tosay,,l ui ʔ,,,
1923,lasumpatte,tosee,,dʒ ei,,,
1924,lasumpatte,tosit,,t u ŋ,,,
1925,lasumpatte,skinhide,,a + k əː,,,
1926,lasumpatte,tosleep,,r ə m,,,
1927,lasumpatte,small,,k ə + s i ʔ,,,
1928,lasumpatte,smoke,,b ɛː + k ɨː,,,
1929,lasumpatte,stand,,tʃ i ŋ,,,
1930,lasumpatte,star,,p ə + dʒ ai ʔ,,,
1931,lasumpatte,stonerock,,k ə + b ɹ aː,,,
1932,lasumpatte,sun,,k r iː,,,
1933,lasumpatte,sweet,,a + p i ŋ,,,
1934,lasumpatte,tail,,n i + m ɹ ɛː,,,
1935,lasumpatte,totake,,r ei,,,
1936,lasumpatte,thick,,a + p i ʔ,,,
1937,lasumpatte,this,,h ə ŋ,,,
1938,lasumpatte,tongue,,a + r ue,,,
1939,lasumpatte,tooth,,k ə + t ua ŋ,,,
1940,lasumpatte,water,,k ua,,,
1941,lasumpatte,what,,h iː,,,
1942,lasumpatte,white,,a + r j u ŋ,,,
1943,lasumpatte,who,,h aː,,,
1944,lasumpatte,wind,,a ŋ + h ui ʔ,,,
1945,lasumpatte,wing,,a + w i ʔ,,,
1946,lasumpatte,woman,,a + m ui,,,
1947,lasumpatte,wood,,h j e ŋ,,,
1948,lasumpatte,yesterday,,b j a r iː,,,
